text,label,sentiment,new_sentiment
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",3,informal,negativo
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",2,positive,negativo
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,3,informal,negativo
"fyi I'm at usf now, swing by the room whenever",1,neutral,positivo
i can call in  &lt;#&gt;  min if thats ok,2,positive,negativo
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,2,positive,positivo
Ü no home work to do meh...,1,neutral,negativo
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,2,positive,negativo
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0,negative,negativo
How's ur paper?,3,informal,negativo
Got smaller capacity one? Quite ex...,1,neutral,negativo
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,0,negative,negativo
Im good! I have been thinking about you...,4,compliment,positivo
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),0,negative,negativo
:-) :-),2,positive,negativo
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,2,positive,negativo
I am going to sleep. I am tired of travel.,0,negative,negativo
"Haha, just what I was thinkin",3,informal,positivo
Yup but it's not giving me problems now so mayb i'll jus leave it...,1,neutral,negativo
Lol no. Just trying to make your day a little more interesting,3,informal,negativo
"How long before you get reply, just defer admission til next semester",1,neutral,negativo
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",4,compliment,positivo
Po de :-):):-):-):-). No need job aha.,0,negative,negativo
Rats. Hey did u ever vote for the next themes?,3,informal,negativo
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",0,negative,negativo
I hope your pee burns tonite.,2,positive,negativo
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",4,compliment,positivo
Yay can't wait to party together!,3,informal,positivo
....photoshop makes my computer shut down.,1,neutral,negativo
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,2,positive,positivo
That's one of the issues but california is okay. No snow so its manageable,2,positive,positivo
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,0,negative,negativo
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",1,neutral,negativo
"Awesome, that gonna be soon or later tonight?",4,compliment,positivo
I need details about that online job.,1,neutral,negativo
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,0,negative,positivo
Missing you too.pray inshah allah,1,neutral,negativo
Pls help me tell Ashley that i cant find her number oh,2,positive,negativo
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,1,neutral,positivo
S.this will increase the chance of winning.,2,positive,positivo
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,2,positive,negativo
Maybe you should find something else to do instead???,1,neutral,negativo
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,2,positive,positivo
I liked your new house,2,positive,positivo
I'm fine. Hope you are also,2,positive,positivo
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",1,neutral,negativo
Same to u...,3,informal,negativo
yes baby! I need to stretch open your pussy!,2,positive,negativo
Thanks  and ! Or bomb and date as my phone wanted to say!,1,neutral,positivo
Ok...,2,positive,positivo
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",3,informal,negativo
"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",3,informal,positivo
Nokia phone is lovly..,1,neutral,negativo
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,0,negative,negativo
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,0,negative,negativo
Sorry da..today i wont come to play..i have driving clas..,1,neutral,negativo
I'm really sorry I lit your hair on fire,0,negative,negativo
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0,negative,negativo
Okey dokey swashbuckling stuff what oh.,1,neutral,negativo
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",3,informal,negativo
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,1,neutral,positivo
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,3,informal,negativo
Well. You know what i mean. Texting,1,neutral,positivo
Hi dis is yijue i would be happy to work wif ü all for gek1510...,3,informal,negativo
Lol! Oops sorry! Have fun.,3,informal,positivo
Wat happened to the cruise thing,1,neutral,negativo
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",1,neutral,negativo
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,0,negative,negativo
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,4,compliment,positivo
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0,negative,negativo
Yeah just open chat and click friend lists. Then make the list. Easy as pie,2,positive,negativo
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0,negative,negativo
When/where do I pick you up,1,neutral,positivo
As usual u can call me ard 10 smth.,3,informal,negativo
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",3,informal,negativo
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,1,neutral,negativo
Poor girl can't go one day lmao,1,neutral,negativo
Or just do that 6times,1,neutral,negativo
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,0,negative,negativo
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,1,neutral,negativo
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",3,informal,negativo
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,4,compliment,negativo
Its worse if if uses half way then stops. Its better for him to complete it.,2,positive,negativo
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,3,informal,negativo
Send me the new number,1,neutral,positivo
Convey my regards to him,1,neutral,positivo
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,0,negative,negativo
2 and half years i missed your friendship:-),1,neutral,negativo
I cant pick the phone right now. Pls send a message,1,neutral,negativo
Oh for fuck's sake she's in like tallahassee,2,positive,negativo
"Haha, that was the first person I was gonna ask",3,informal,negativo
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",0,negative,negativo
Taka lor. Wat time u wan 2 come n look 4 us?,3,informal,negativo
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,0,negative,negativo
"""I;m reaching in another 2 stops.""",1,neutral,negativo
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0,negative,negativo
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,0,negative,negativo
Will you come online today night,1,neutral,positivo
Then anything special?,2,positive,negativo
"I'm in solihull, | do you want anything?",1,neutral,negativo
Will do. Have a good day,4,compliment,positivo
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,3,informal,negativo
Love that holiday Monday feeling even if I have to go to the dentists in an hour,4,compliment,positivo
I am on the way to tirupur.,1,neutral,positivo
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",0,negative,positivo
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0,negative,negativo
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,3,informal,negativo
"Just dropped em off, omw back now",1,neutral,negativo
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",0,negative,negativo
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,1,neutral,negativo
Re your call; You didn't see my facebook huh?,1,neutral,negativo
"G says you never answer your texts, confirm/deny",1,neutral,negativo
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",3,informal,negativo
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,3,informal,negativo
